id,duration,start_date,start_station_name,start_station_id,end_date,,end_station_id,campaign_id,campaign_type,zip_code
4576,63,8/29/2013 14:13,,66,8/29/2013,14:14,66,520,Subscriber,
5108,694,8/29/2013 23:57,,71,8/30/2013,00:09,61,477,Subscriber,
6478,944,8/30/2013 23:51,,73,8/31/2013,00:07,66,448,Subscriber,
20506,72246,9/13/2013 15:46,,50,9/14/2013,11:50,58,344,Customer,
21760,309479,9/14/2013 18:21,,12,9/18/2013,08:19,16,242,Customer,
21917,237060,9/15/2013 0:37,,14,9/17/2013,18:28,6,650,Customer,
22264,76404,9/15/2013 13:50,,54,9/16/2013,11:03,54,575,Customer,
26291,85878,9/18/2013 16:44,,33,9/19/2013,16:35,33,148,Customer,
28171,1356,9/20/2013 0:00,,60,9/20/2013,00:22,67,424,Customer,
29412,21194,9/20/2013 19:23,,8,9/21/2013,01:16,8,52,Customer,
29888,67808,9/21/2013 16:07,,59,9/22/2013,10:57,59,288,Customer,
30876,21967,9/22/2013 18:20,,77,9/23/2013,00:26,74,290,Customer,
32121,597517,9/23/2013 18:24,,36,9/30/2013,16:23,34,168,Customer,
32172,53067,9/23/2013 18:59,,48,9/24/2013,09:43,70,320,Subscriber,
33020,84791,9/24/2013 13:12,,12,9/25/2013,12:45,9,28,Customer,
35351,397,9/25/2013 23:58,,70,9/26/2013,00:05,49,275,Subscriber,
36367,52649,9/26/2013 17:48,,57,9/27/2013,08:25,57,273,Customer,
38067,21113,9/27/2013 21:32,,63,9/28/2013,03:24,63,369,Customer,
38508,39228,9/28/2013 14:53,,54,9/29/2013,01:47,54,410,Customer,
56781,84665,10/13/2013 19:13,,10,10/14/2013,18:44,10,502,Customer,
57638,39359,10/14/2013 15:41,,76,10/15/2013,02:37,72,331,Customer,
59188,30145,10/15/2013 15:56,,60,10/16/2013,00:19,60,202,Customer,
60258,209181,10/16/2013 10:06,,55,10/18/2013,20:13,55,593,Customer,
61230,15860,10/16/2013 20:41,,71,10/17/2013,01:06,71,326,Customer,
62246,429384,10/17/2013 16:06,,42,10/22/2013,15:23,39,465,Customer,
62737,229914,10/17/2013 19:35,,26,10/20/2013,11:27,16,226,Subscriber,
63455,83716,10/18/2013 11:27,,74,10/19/2013,10:42,54,490,Customer,
65538,73955,10/20/2013 13:24,,77,10/21/2013,09:56,63,366,Customer,
68635,2184,10/22/2013 23:27,,14,10/23/2013,00:03,16,150,Customer,
69980,335,10/23/2013 23:59,,70,10/24/2013,00:04,62,335,Subscriber,
71361,407,10/24/2013 23:56,,50,10/25/2013,00:03,61,394,Subscriber,
72680,69430,10/25/2013 21:43,,54,10/26/2013,17:01,67,544,Customer,
72749,212202,10/26/2013 5:25,,10,10/28/2013,16:22,16,91,Customer,
72750,69031,10/26/2013 5:31,,10,10/27/2013,00:41,16,674,Customer,
73519,175314,10/27/2013 11:07,,48,10/29/2013,11:49,76,360,Customer,
76297,72135,10/29/2013 18:54,,61,10/30/2013,14:56,77,548,Customer,
77898,238,10/31/2013 0:09,,66,10/31/2013,00:13,59,504,Subscriber,
95364,1767,11/13/2013 23:52,,29,11/14/2013,00:22,29,103,Customer,
96130,166855,11/14/2013 13:36,,3,11/16/2013,11:57,3,180,Customer,
96805,30092,11/14/2013 22:51,,77,11/15/2013,07:13,66,270,Subscriber,
97725,230797,11/15/2013 16:05,,65,11/18/2013,08:12,55,371,Subscriber,
98221,60857,11/16/2013 7:09,,68,11/17/2013,00:04,68,455,Customer,
100125,245831,11/18/2013 13:39,,66,11/21/2013,09:56,66,459,Customer,
100727,34369,11/18/2013 22:44,,64,11/19/2013,08:17,76,448,Subscriber,
101767,597,11/20/2013 0:08,,48,11/20/2013,00:18,76,401,Subscriber,
104022,79,11/22/2013 0:13,,10,11/22/2013,00:15,10,190,Customer,
105265,61119,11/22/2013 20:13,,54,11/23/2013,13:11,54,522,Customer,
105822,180505,11/23/2013 14:47,,60,11/25/2013,16:55,73,449,Customer,
106066,470,11/23/2013 23:54,,39,11/24/2013,00:02,45,537,Subscriber,
107947,4459,11/25/2013 23:01,,67,11/26/2013,00:15,39,623,Customer,
108758,71264,11/26/2013 16:07,,50,11/27/2013,11:55,66,399,Customer,
109914,85290,11/27/2013 16:14,,60,11/28/2013,15:55,60,408,Customer,
110414,82583,11/28/2013 15:06,,33,11/29/2013,14:03,27,223,Customer,
110623,84493,11/29/2013 9:57,,70,11/30/2013,09:25,70,379,Customer,
125283,318,12/14/2013 0:01,,68,12/14/2013,00:06,55,479,Subscriber,
125894,670,12/14/2013 23:52,,2,12/15/2013,00:03,16,159,Subscriber,
126189,72681,12/15/2013 14:22,,54,12/16/2013,10:34,54,478,Customer,
126934,72910,12/16/2013 10:45,,76,12/17/2013,07:01,70,411,Customer,
127130,159949,12/16/2013 14:35,,72,12/18/2013,11:01,71,488,Customer,
129504,619322,12/18/2013 9:16,,2,12/25/2013,13:18,12,653,Subscriber,
130175,48079,12/18/2013 17:52,,61,12/19/2013,07:13,74,556,Subscriber,
130390,127569,12/18/2013 20:56,,77,12/20/2013,08:22,64,538,Subscriber,
132790,293,12/20/2013 23:55,,59,12/21/2013,00:00,72,622,Subscriber,
133233,80656,12/21/2013 17:42,,22,12/22/2013,16:06,22,43,Customer,
133831,1005,12/22/2013 23:50,,60,12/23/2013,00:06,72,530,Subscriber,
134691,59508,12/23/2013 21:20,,62,12/24/2013,13:52,56,516,Customer,
134845,265238,12/24/2013 10:22,,56,12/27/2013,12:03,59,381,Subscriber,
135219,91897,12/25/2013 7:58,,33,12/26/2013,09:30,33,656,Customer,
136866,67294,12/27/2013 22:36,,39,12/28/2013,17:18,50,260,Customer,
137299,78612,12/28/2013 15:56,,57,12/29/2013,13:46,57,280,Customer,
137559,77361,12/29/2013 10:29,,27,12/30/2013,07:58,28,206,Subscriber,
138375,75000,12/30/2013 13:42,,34,12/31/2013,10:32,35,299,Customer,
150815,1970,1/13/2014 0:09,,48,1/13/2014,00:42,48,341,Customer,
152007,37967,1/13/2014 18:33,,22,1/14/2014,05:06,22,244,Customer,
155037,7993,1/15/2014 21:51,,77,1/16/2014,00:04,77,615,Customer,
156014,246487,1/16/2014 16:38,,36,1/19/2014,13:06,36,70,Customer,
156339,83240,1/16/2014 18:36,,61,1/17/2014,17:43,54,327,Subscriber,
157474,57945,1/17/2014 16:58,,27,1/18/2014,09:03,33,98,Customer,
158900,61848,1/19/2014 16:42,,11,1/20/2014,09:52,3,86,Customer,
159880,1219,1/20/2014 23:41,,39,1/21/2014,00:02,66,336,Customer,
160297,117641,1/21/2014 9:48,,4,1/22/2014,18:28,4,143,Customer,
162318,50626,1/22/2014 17:56,,61,1/23/2014,08:00,64,376,Customer,
164100,1050,1/24/2014 0:10,,70,1/24/2014,00:28,73,407,Subscriber,
165429,66615,1/24/2014 20:54,,65,1/25/2014,15:24,69,584,Customer,
165883,86363,1/25/2014 15:45,,30,1/26/2014,15:44,30,63,Customer,
166614,4963,1/26/2014 23:03,,55,1/27/2014,00:26,57,309,Customer,
167886,151,1/28/2014 0:24,,14,1/28/2014,00:27,4,258,Subscriber,
168369,165266,1/28/2014 10:14,,28,1/30/2014,08:09,28,689,Customer,
169265,599,1/28/2014 23:56,,77,1/29/2014,00:06,66,463,Subscriber,
171382,74947,1/30/2014 15:56,,32,1/31/2014,12:45,32,132,Customer,
