id,duration,journey_id,updated_at,,,created_at,,,,,,start_longitude,start_latitude,end_longitude,end_latitude,trip_dist,,,,,,,
15420,4800,592,09/03/2020 13:48,,,09/03/2020 13:48,,,,,,-0.100412,51.504811,-0.100412,51.50481,0,,,,,,,
15444,5040,593,09/03/2020 13:58,,,09/03/2020 13:58,,,,,,-0.392417,51.697013,-0.392417,51.697013,342.0790639,,,,,,,
15446,3120,594,09/03/2020 13:58,,,09/03/2020 13:58,,,,,,-0.099512,51.494966,-0.099512,51.494966,0,,,,,,,
15651,660,595,09/03/2020 14:58,,,09/03/2020 14:58,,,,,,-0.198412,51.571742,-0.198412,51.571742,2249.04117,,,,,,,
15695,900,596,09/03/2020 15:13,,,09/03/2020 15:13,,,,,,-0.100409,51.504812,-0.100366,51.50481,2848.604417,,,,,,,
15703,5040,597,09/03/2020 15:22,,,09/03/2020 15:22,,,,,,-0.10042,51.505003,-0.10042,51.505003,1982.40135,,,,,,,
15710,1740,598,09/03/2020 15:32,,,09/03/2020 15:32,,,,,,-0.144408,51.538672,-0.144408,51.538672,5236.227721,,,,,,,
15713,3240,599,09/03/2020 15:37,,,09/03/2020 15:37,,,,,,-0.103617,51.506334,-0.103617,51.506334,0,,,,,,,
15717,1860,600,09/03/2020 15:45,,,09/03/2020 15:45,,,,,,-0.100408,51.504819,-0.100408,51.504818,0,,,,,,,
15723,660,601,09/03/2020 15:55,,,09/03/2020 15:55,,,,,,-0.076812,51.535897,-0.076812,51.535897,2790.755863,,,,,,,
15724,4080,602,09/03/2020 15:56,,,09/03/2020 15:56,,,,,,-0.100408,51.504819,-0.100408,51.504819,419.8341762,,,,,,,
15725,7140,603,09/03/2020 16:50,,,09/03/2020 16:50,,,,,,-0.070612,51.513931,-0.182937,51.474197,132.7924149,,,,,,,
15729,1200,604,09/03/2020 16:52,,,09/03/2020 16:52,,,,,,-0.100413,51.504979,-0.100413,51.504979,1751.973528,,,,,,,
15764,5220,605,09/03/2020 17:13,,,09/03/2020 17:13,,,,,,-0.101858,51.510954,-0.101858,51.510954,0,,,,,,,
15787,1380,606,09/03/2020 17:24,,,09/03/2020 17:24,,,,,,-0.183123,51.380919,-0.183123,51.380919,0,,,,,,,
15801,1500,607,09/03/2020 17:30,,,09/03/2020 17:30,,,,,,-0.178228,51.595459,-0.178228,51.595459,3934.617724,,,,,,,
15804,540,608,09/03/2020 17:31,,,09/03/2020 17:31,,,,,,-0.218619,51.460967,-0.218619,51.460967,1498.750761,,,,,,,
15807,780,609,09/03/2020 17:32,,,09/03/2020 17:32,,,,,,-0.093883,51.392662,-0.093883,51.392662,2477.562494,,,,,,,
15817,1860,610,09/03/2020 17:47,,,09/03/2020 17:47,,,,,,-0.076522,51.535906,-0.076522,51.535906,1368.741145,,,,,,,
15818,540,611,09/03/2020 17:50,,,09/03/2020 17:50,,,,,,-0.106419,51.563995,-0.106419,51.563995,1746.726826,,,,,,,
15819,420,612,09/03/2020 17:55,,,09/03/2020 17:55,,,,,,-0.121836,51.462821,-0.121836,51.462821,1089.057814,,,,,,,
15838,1800,613,09/03/2020 18:07,,,09/03/2020 18:07,,,,,,-0.117555,51.51278,-0.117555,51.51278,1670.623946,,,,,,,
15840,600,614,09/03/2020 18:07,,,09/03/2020 18:07,,,,,,-0.100413,51.504811,-0.100413,51.50481,1382.751725,,,,,,,
15845,1380,615,09/03/2020 18:09,,,09/03/2020 18:09,,,,,,-0.1202,51.519316,-0.1202,51.519316,5846.965465,,,,,,,
15870,1320,616,09/03/2020 18:22,,,09/03/2020 18:22,,,,,,-0.094187,51.566628,-0.094187,51.566628,1829.366014,,,,,,,
