id,user_id,bag_id,created_at,updated_at,completed_at,cancelled_at,,,,
557,1204,HTTP://BBQR.IO/BQSOR05532,09/03/2020 07:48,09/03/2020 09:02,NULL,09/03/2020 09:02,NULL,NULL,NULL,NULL
603,1204,HTTP://BBQR.IO/BQSOR05532,09/03/2020 16:50,09/03/2020 20:06,NULL,09/03/2020 20:06,NULL,NULL,NULL,NULL
702,1204,HTTP://BBQR.IO/BQSOR05532,11/03/2020 07:49,11/03/2020 09:04,NULL,11/03/2020 09:04,NULL,NULL,NULL,NULL
763,1204,HTTP://BBQR.IO/BQSOR05532,12/03/2020 07:53,12/03/2020 09:10,NULL,12/03/2020 09:10,NULL,NULL,NULL,NULL
499,1205,HTTP://BBQR.IO/BQSOR03974,06/03/2020 16:58,06/03/2020 18:19,NULL,06/03/2020 18:19,NULL,NULL,NULL,NULL
501,1206,HTTP://BBQR.IO/BQSOR05531,06/03/2020 17:49,06/03/2020 17:50,NULL,06/03/2020 17:50,NULL,NULL,NULL,NULL
506,1207,HTTP://BBQR.IO/BQSOR05487,06/03/2020 21:25,06/03/2020 21:25,NULL,06/03/2020 21:25,NULL,NULL,NULL,NULL
516,1207,HTTP://BBQR.IO/BQSOR05487,07/03/2020 07:07,07/03/2020 08:12,NULL,07/03/2020 08:12,NULL,NULL,NULL,NULL
517,1207,HTTP://BBQR.IO/BQSOR05487,07/03/2020 08:13,07/03/2020 12:03,NULL,07/03/2020 12:03,NULL,NULL,NULL,NULL
637,1207,HTTP://BBQR.IO/BQSOR05487,10/03/2020 10:21,10/03/2020 12:33,NULL,10/03/2020 12:33,NULL,NULL,NULL,NULL
691,1207,HTTP://BBQR.IO/BQSOR05487,10/03/2020 20:50,10/03/2020 21:35,NULL,10/03/2020 21:35,NULL,NULL,NULL,NULL
708,1207,HTTP://BBQR.IO/BQSOR05487,11/03/2020 08:09,11/03/2020 09:00,NULL,11/03/2020 09:00,NULL,NULL,NULL,NULL
746,1207,HTTP://BBQR.IO/BQSOR05487,11/03/2020 17:28,11/03/2020 21:06,NULL,11/03/2020 21:06,NULL,NULL,NULL,NULL
762,1207,HTTP://BBQR.IO/BQSOR05487,12/03/2020 07:42,12/03/2020 23:22,NULL,12/03/2020 23:22,NULL,NULL,NULL,NULL
907,1207,HTTP://BBQR.IO/BQSOR05487,15/03/2020 19:10,15/03/2020 20:32,NULL,15/03/2020 20:32,NULL,NULL,NULL,NULL
512,1208,HTTP://BBQR.IO/BQSOR05477,06/03/2020 23:54,09/03/2020 07:54,NULL,09/03/2020 07:54,NULL,NULL,NULL,NULL
559,1208,HTTP://BBQR.IO/BQSOR05477,09/03/2020 07:54,09/03/2020 10:16,NULL,09/03/2020 10:16,NULL,NULL,NULL,NULL
607,1208,HTTP://BBQR.IO/BQSOR05477,09/03/2020 17:30,09/03/2020 17:30,NULL,NULL,NULL,NULL,NULL,NULL
510,1209,HTTP://BBQR.IO/BQSOR05394,06/03/2020 23:01,09/03/2020 10:53,NULL,09/03/2020 10:53,NULL,NULL,NULL,NULL
554,1210,HTTP://BBQR.IO/BQSOR05498,08/03/2020 20:25,08/03/2020 20:25,NULL,08/03/2020 20:25,NULL,NULL,NULL,NULL
560,1210,HTTP://BBQR.IO/BQSOR05498,09/03/2020 07:55,09/03/2020 09:12,NULL,09/03/2020 09:12,NULL,NULL,NULL,NULL
639,1210,HTTP://BBQR.IO/BQSOR05498,10/03/2020 10:50,10/03/2020 11:44,NULL,10/03/2020 11:44,NULL,NULL,NULL,NULL
767,1210,HTTP://BBQR.IO/BQSOR05498,12/03/2020 08:02,12/03/2020 08:58,NULL,12/03/2020 08:58,NULL,NULL,NULL,NULL
915,1210,HTTP://BBQR.IO/BQSOR05498,16/03/2020 07:46,16/03/2020 08:49,NULL,16/03/2020 08:49,NULL,NULL,NULL,NULL
590,1211,HTTP://BBQR.IO/BQSOR05439,09/03/2020 13:40,09/03/2020 13:54,NULL,09/03/2020 13:54,NULL,NULL,NULL,NULL
593,1211,HTTP://BBQR.IO/BQSOR05439,09/03/2020 13:58,09/03/2020 14:05,NULL,09/03/2020 14:05,NULL,NULL,NULL,NULL
681,1211,HTTP://BBQR.IO/BQSOR05439,10/03/2020 18:09,10/03/2020 18:36,NULL,10/03/2020 18:36,NULL,NULL,NULL,NULL
644,1212,HTTP://BBQR.IO/BQSOR05517,10/03/2020 12:16,10/03/2020 12:52,NULL,10/03/2020 12:52,NULL,NULL,NULL,NULL
672,1212,HTTP://BBQR.IO/BQSOR05517,10/03/2020 16:52,10/03/2020 18:07,NULL,10/03/2020 18:07,NULL,NULL,NULL,NULL
727,1212,HTTP://BBQR.IO/BQSOR05517,11/03/2020 13:26,11/03/2020 14:00,NULL,11/03/2020 14:00,NULL,NULL,NULL,NULL
777,1212,HTTP://BBQR.IO/BQSOR05517,12/03/2020 11:44,12/03/2020 12:26,NULL,12/03/2020 12:26,NULL,NULL,NULL,NULL
782,1212,HTTP://BBQR.IO/BQSOR05517,12/03/2020 16:07,12/03/2020 16:51,NULL,12/03/2020 16:51,NULL,NULL,NULL,NULL
853,1212,HTTP://BBQR.IO/BQSOR05517,14/03/2020 15:14,14/03/2020 16:10,NULL,14/03/2020 16:10,NULL,NULL,NULL,NULL
521,1213,HTTP://BBQR.IO/BQSOR05491,07/03/2020 09:19,07/03/2020 09:55,NULL,07/03/2020 09:55,NULL,NULL,NULL,NULL
538,1213,HTTP://BBQR.IO/BQSOR05491,07/03/2020 19:00,07/03/2020 20:46,NULL,07/03/2020 20:46,NULL,NULL,NULL,NULL
544,1213,HTTP://BBQR.IO/BQSOR05491,08/03/2020 11:04,08/03/2020 11:40,NULL,08/03/2020 11:40,NULL,NULL,NULL,NULL
530,1214,HTTP://BBQR.IO/BQSOR05500,07/03/2020 14:24,07/03/2020 15:43,NULL,07/03/2020 15:43,NULL,NULL,NULL,NULL
540,1214,HTTP://BBQR.IO/BQSOR05500,07/03/2020 22:02,07/03/2020 22:56,NULL,07/03/2020 22:56,NULL,NULL,NULL,NULL
699,1214,HTTP://BBQR.IO/BQSOR05500,11/03/2020 07:32,11/03/2020 08:35,NULL,11/03/2020 08:35,NULL,NULL,NULL,NULL
754,1214,HTTP://BBQR.IO/BQSOR05500,11/03/2020 19:28,11/03/2020 21:18,NULL,11/03/2020 21:18,NULL,NULL,NULL,NULL
580,1215,HTTP://BBQR.IO/BQSOR05433,09/03/2020 12:09,09/03/2020 12:42,NULL,09/03/2020 12:42,NULL,NULL,NULL,NULL
854,1215,HTTP://BBQR.IO/BQSOR05433,14/03/2020 15:21,14/03/2020 16:05,NULL,14/03/2020 16:05,NULL,NULL,NULL,NULL
890,1215,HTTP://BBQR.IO/BQSOR05433,15/03/2020 13:10,15/03/2020 13:44,NULL,15/03/2020 13:44,NULL,NULL,NULL,NULL
895,1215,HTTP://BBQR.IO/BQSOR05433,15/03/2020 13:59,15/03/2020 14:40,NULL,15/03/2020 14:40,NULL,NULL,NULL,NULL
904,1215,HTTP://BBQR.IO/BQSOR05433,15/03/2020 17:27,15/03/2020 18:04,NULL,15/03/2020 18:04,NULL,NULL,NULL,NULL
612,1216,HTTP://BBQR.IO/BQSOR05501,09/03/2020 17:55,09/03/2020 19:16,NULL,09/03/2020 19:16,NULL,NULL,NULL,NULL
714,1216,HTTP://BBQR.IO/BQSOR05501,11/03/2020 09:31,11/03/2020 10:05,NULL,11/03/2020 10:05,NULL,NULL,NULL,NULL
717,1216,HTTP://BBQR.IO/BQSOR05501,11/03/2020 10:11,11/03/2020 10:57,NULL,11/03/2020 10:57,NULL,NULL,NULL,NULL
773,1216,HTTP://BBQR.IO/BQSOR05501,12/03/2020 10:01,12/03/2020 10:52,NULL,12/03/2020 10:52,NULL,NULL,NULL,NULL
775,1216,HTTP://BBQR.IO/BQSOR05501,12/03/2020 10:52,12/03/2020 11:39,NULL,12/03/2020 11:39,NULL,NULL,NULL,NULL
791,1216,HTTP://BBQR.IO/BQSOR05501,12/03/2020 17:19,12/03/2020 18:25,NULL,12/03/2020 18:25,NULL,NULL,NULL,NULL
801,1216,HTTP://BBQR.IO/BQSOR05501,12/03/2020 21:25,12/03/2020 22:06,NULL,12/03/2020 22:06,NULL,NULL,NULL,NULL
809,1216,HTTP://BBQR.IO/BQSOR05501,13/03/2020 09:29,13/03/2020 10:08,NULL,13/03/2020 10:08,NULL,NULL,NULL,NULL
811,1216,HTTP://BBQR.IO/BQSOR05501,13/03/2020 10:14,13/03/2020 16:30,NULL,13/03/2020 16:30,NULL,NULL,NULL,NULL
820,1216,HTTP://BBQR.IO/BQSOR05501,13/03/2020 16:30,13/03/2020 17:38,NULL,13/03/2020 17:38,NULL,NULL,NULL,NULL
659,1218,HTTP://BBQR.IO/BQSOR05493,10/03/2020 15:39,10/03/2020 16:53,NULL,10/03/2020 16:53,NULL,NULL,NULL,NULL
682,1218,HTTP://BBQR.IO/BQSOR05493,10/03/2020 18:22,10/03/2020 18:54,NULL,10/03/2020 18:54,NULL,NULL,NULL,NULL
728,1218,HTTP://BBQR.IO/BQSOR05493,11/03/2020 13:30,11/03/2020 14:04,NULL,11/03/2020 14:04,NULL,NULL,NULL,NULL
748,1218,HTTP://BBQR.IO/BQSOR05493,11/03/2020 18:10,11/03/2020 19:38,NULL,11/03/2020 19:38,NULL,NULL,NULL,NULL
779,1218,HTTP://BBQR.IO/BQSOR05493,12/03/2020 14:13,12/03/2020 15:31,NULL,12/03/2020 15:31,NULL,NULL,NULL,NULL
783,1218,HTTP://BBQR.IO/BQSOR05493,12/03/2020 16:12,12/03/2020 16:43,NULL,12/03/2020 16:43,NULL,NULL,NULL,NULL
788,1218,HTTP://BBQR.IO/BQSOR05493,12/03/2020 16:55,12/03/2020 17:46,NULL,12/03/2020 17:46,NULL,NULL,NULL,NULL
808,1218,HTTP://BBQR.IO/BQSOR05493,13/03/2020 09:05,13/03/2020 10:17,NULL,13/03/2020 10:17,NULL,NULL,NULL,NULL
947,1218,HTTP://BBQR.IO/BQSOR05493,16/03/2020 15:15,16/03/2020 16:07,NULL,16/03/2020 16:07,NULL,NULL,NULL,NULL
507,1219,HTTP://BBQR.IO/BQSOR05407,06/03/2020 22:11,06/03/2020 22:11,NULL,06/03/2020 22:11,NULL,NULL,NULL,NULL
601,1219,HTTP://BBQR.IO/BQSOR05407,09/03/2020 15:55,09/03/2020 17:06,NULL,09/03/2020 17:06,NULL,NULL,NULL,NULL
610,1219,HTTP://BBQR.IO/BQSOR05407,09/03/2020 17:47,09/03/2020 18:36,NULL,09/03/2020 18:36,NULL,NULL,NULL,NULL
617,1219,HTTP://BBQR.IO/BQSOR05407,09/03/2020 18:46,09/03/2020 19:18,NULL,09/03/2020 19:18,NULL,NULL,NULL,NULL
635,1219,HTTP://BBQR.IO/BQSOR05407,10/03/2020 09:23,10/03/2020 09:54,NULL,10/03/2020 09:54,NULL,NULL,NULL,NULL
636,1219,HTTP://BBQR.IO/BQSOR05407,10/03/2020 09:55,10/03/2020 10:31,NULL,10/03/2020 10:31,NULL,NULL,NULL,NULL
658,1219,HTTP://BBQR.IO/BQSOR05407,10/03/2020 15:26,10/03/2020 15:59,NULL,10/03/2020 15:59,NULL,NULL,NULL,NULL
662,1219,HTTP://BBQR.IO/BQSOR05407,10/03/2020 15:59,10/03/2020 16:40,NULL,10/03/2020 16:40,NULL,NULL,NULL,NULL
721,1219,HTTP://BBQR.IO/BQSOR05407,11/03/2020 11:35,11/03/2020 12:18,NULL,11/03/2020 12:18,NULL,NULL,NULL,NULL
722,1219,HTTP://BBQR.IO/BQSOR05407,11/03/2020 12:19,11/03/2020 13:00,NULL,11/03/2020 13:00,NULL,NULL,NULL,NULL
735,1219,HTTP://BBQR.IO/BQSOR05407,11/03/2020 14:49,11/03/2020 15:24,NULL,11/03/2020 15:24,NULL,NULL,NULL,NULL
736,1219,HTTP://BBQR.IO/BQSOR05407,11/03/2020 15:24,11/03/2020 16:07,NULL,11/03/2020 16:07,NULL,NULL,NULL,NULL
781,1219,HTTP://BBQR.IO/BQSOR05407,12/03/2020 16:01,12/03/2020 17:12,NULL,12/03/2020 17:12,NULL,NULL,NULL,NULL
871,1219,HTTP://BBQR.IO/BQSOR05407,14/03/2020 19:37,14/03/2020 20:13,NULL,14/03/2020 20:13,NULL,NULL,NULL,NULL
623,1220,HTTP://BBQR.IO/BQSOR05494,10/03/2020 01:04,10/03/2020 09:32,NULL,10/03/2020 09:32,NULL,NULL,NULL,NULL
508,1222,HTTP://BBQR.IO/BQSOR05486,06/03/2020 22:31,06/03/2020 22:32,NULL,06/03/2020 22:32,NULL,NULL,NULL,NULL
960,1222,HTTP://BBQR.IO/BQSOR05486,16/03/2020 19:58,16/03/2020 21:39,NULL,16/03/2020 21:39,NULL,NULL,NULL,NULL
962,1222,HTTP://BBQR.IO/BQSOR05486,16/03/2020 21:40,17/03/2020 09:41,NULL,17/03/2020 09:41,NULL,NULL,NULL,NULL
509,1224,HTTP://BBQR.IO/BQSOR05535,06/03/2020 22:45,06/03/2020 22:45,NULL,06/03/2020 22:45,NULL,NULL,NULL,NULL
589,1224,HTTP://BBQR.IO/BQSOR05535,09/03/2020 13:21,09/03/2020 13:51,NULL,09/03/2020 13:51,NULL,NULL,NULL,NULL
594,1224,HTTP://BBQR.IO/BQSOR05535,09/03/2020 13:58,09/03/2020 14:32,NULL,09/03/2020 14:32,NULL,NULL,NULL,NULL
661,1224,HTTP://BBQR.IO/BQSOR05535,10/03/2020 15:49,10/03/2020 16:43,NULL,10/03/2020 16:43,NULL,NULL,NULL,NULL
689,1224,HTTP://BBQR.IO/BQSOR05535,10/03/2020 20:06,10/03/2020 20:53,NULL,10/03/2020 20:53,NULL,NULL,NULL,NULL
511,1225,HTTP://BBQR.IO/BQSOR05384,06/03/2020 23:05,06/03/2020 23:06,NULL,06/03/2020 23:06,NULL,NULL,NULL,NULL
526,1225,HTTP://BBQR.IO/BQSOR05384,07/03/2020 12:33,07/03/2020 13:08,NULL,07/03/2020 13:08,NULL,NULL,NULL,NULL
552,1226,HTTP://BBQR.IO/BQSOR05521,08/03/2020 18:07,09/03/2020 11:35,NULL,09/03/2020 11:35,NULL,NULL,NULL,NULL
732,1226,HTTP://BBQR.IO/BQSOR05521,11/03/2020 14:24,11/03/2020 16:35,NULL,11/03/2020 16:35,NULL,NULL,NULL,NULL
784,1226,HTTP://BBQR.IO/BQSOR05521,12/03/2020 16:12,12/03/2020 17:44,NULL,12/03/2020 17:44,NULL,NULL,NULL,NULL
513,1227,HTTP://BBQR.IO/BQSOR05510,07/03/2020 00:26,07/03/2020 00:26,NULL,07/03/2020 00:26,NULL,NULL,NULL,NULL
514,1227,HTTP://BBQR.IO/BQSOR05510,07/03/2020 00:31,07/03/2020 00:32,NULL,07/03/2020 00:32,NULL,NULL,NULL,NULL
595,1227,HTTP://BBQR.IO/BQSOR05510,09/03/2020 14:58,09/03/2020 15:32,NULL,09/03/2020 15:32,NULL,NULL,NULL,NULL
598,1227,HTTP://BBQR.IO/BQSOR05510,09/03/2020 15:32,09/03/2020 17:33,NULL,09/03/2020 17:33,NULL,NULL,NULL,NULL
551,1228,HTTP://BBQR.IO/BQSOR05481,08/03/2020 16:09,08/03/2020 16:48,NULL,08/03/2020 16:48,NULL,NULL,NULL,NULL
584,1228,HTTP://BBQR.IO/BQSOR05481,09/03/2020 12:53,09/03/2020 13:25,NULL,09/03/2020 13:25,NULL,NULL,NULL,NULL
621,1228,HTTP://BBQR.IO/BQSOR05481,09/03/2020 21:54,09/03/2020 22:59,NULL,09/03/2020 22:59,NULL,NULL,NULL,NULL
683,1228,HTTP://BBQR.IO/BQSOR05481,10/03/2020 18:30,10/03/2020 19:09,NULL,10/03/2020 19:09,NULL,NULL,NULL,NULL
742,1228,HTTP://BBQR.IO/BQSOR05481,11/03/2020 16:18,11/03/2020 23:17,NULL,11/03/2020 23:17,NULL,NULL,NULL,NULL
874,1228,HTTP://BBQR.IO/BQSOR05481,14/03/2020 20:52,14/03/2020 21:44,NULL,14/03/2020 21:44,NULL,NULL,NULL,NULL
905,1228,HTTP://BBQR.IO/BQSOR05481,15/03/2020 17:47,16/03/2020 13:51,NULL,16/03/2020 13:51,NULL,NULL,NULL,NULL
550,1229,HTTP://BBQR.IO/BQSOR05519,08/03/2020 14:17,08/03/2020 14:31,NULL,08/03/2020 14:31,NULL,NULL,NULL,NULL
609,1229,HTTP://BBQR.IO/BQSOR05519,09/03/2020 17:32,09/03/2020 18:36,NULL,09/03/2020 18:36,NULL,NULL,NULL,NULL
833,1229,HTTP://BBQR.IO/BQSOR05519,14/03/2020 07:54,14/03/2020 08:31,NULL,14/03/2020 08:31,NULL,NULL,NULL,NULL
860,1229,HTTP://BBQR.IO/BQSOR05519,14/03/2020 16:42,14/03/2020 18:52,NULL,14/03/2020 18:52,NULL,NULL,NULL,NULL
909,1229,HTTP://BBQR.IO/BQSOR05519,15/03/2020 19:43,15/03/2020 21:14,NULL,15/03/2020 21:14,NULL,NULL,NULL,NULL
914,1229,HTTP://BBQR.IO/BQSOR05519,16/03/2020 07:28,16/03/2020 08:42,NULL,16/03/2020 08:42,NULL,NULL,NULL,NULL
954,1229,HTTP://BBQR.IO/BQSOR05519,16/03/2020 17:02,16/03/2020 19:05,NULL,16/03/2020 19:05,NULL,NULL,NULL,NULL
963,1229,HTTP://BBQR.IO/BQSOR05519,17/03/2020 07:29,17/03/2020 10:50,NULL,17/03/2020 10:50,NULL,NULL,NULL,NULL
982,1229,HTTP://BBQR.IO/BQSOR05519,17/03/2020 17:42,17/03/2020 22:04,NULL,17/03/2020 22:04,NULL,NULL,NULL,NULL
989,1229,HTTP://BBQR.IO/BQSOR05519,18/03/2020 07:24,18/03/2020 08:45,NULL,18/03/2020 08:45,NULL,NULL,NULL,NULL
1001,1229,HTTP://BBQR.IO/BQSOR05519,18/03/2020 17:01,18/03/2020 19:03,NULL,18/03/2020 19:03,NULL,NULL,NULL,NULL
1005,1229,HTTP://BBQR.IO/BQSOR05519,19/03/2020 07:25,19/03/2020 16:59,NULL,19/03/2020 16:59,NULL,NULL,NULL,NULL
1010,1229,HTTP://BBQR.IO/BQSOR05519,19/03/2020 18:44,19/03/2020 18:44,NULL,19/03/2020 18:44,NULL,NULL,NULL,NULL
1014,1229,HTTP://BBQR.IO/BQSOR05519,20/03/2020 07:21,20/03/2020 17:06,NULL,20/03/2020 17:06,NULL,NULL,NULL,NULL
1025,1229,HTTP://BBQR.IO/BQSOR05519,20/03/2020 17:07,23/03/2020 14:06,NULL,23/03/2020 14:06,NULL,NULL,NULL,NULL
1066,1229,HTTP://BBQR.IO/BQSOR05519,30/03/2020 06:24,30/03/2020 06:24,NULL,NULL,NULL,NULL,NULL,NULL
515,1230,HTTP://BBQR.IO/BQSOR05397,07/03/2020 04:23,07/03/2020 04:24,NULL,07/03/2020 04:24,NULL,NULL,NULL,NULL
694,1230,HTTP://BBQR.IO/BQSOR05397,11/03/2020 00:55,11/03/2020 00:57,NULL,11/03/2020 00:57,NULL,NULL,NULL,NULL
695,1230,HTTP://BBQR.IO/BQSOR05397,11/03/2020 00:58,11/03/2020 00:58,NULL,11/03/2020 00:58,NULL,NULL,NULL,NULL
519,1231,HTTP://BBQR.IO/BQSOR05508,07/03/2020 08:47,07/03/2020 08:48,NULL,07/03/2020 08:48,NULL,NULL,NULL,NULL
556,1231,HTTP://BBQR.IO/BQSOR05508,09/03/2020 07:20,09/03/2020 08:28,NULL,09/03/2020 08:28,NULL,NULL,NULL,NULL
618,1231,HTTP://BBQR.IO/BQSOR05508,09/03/2020 19:01,09/03/2020 19:33,NULL,09/03/2020 19:33,NULL,NULL,NULL,NULL
625,1231,HTTP://BBQR.IO/BQSOR05508,10/03/2020 07:44,10/03/2020 08:20,NULL,10/03/2020 08:20,NULL,NULL,NULL,NULL
629,1231,HTTP://BBQR.IO/BQSOR05508,10/03/2020 08:22,10/03/2020 08:53,NULL,10/03/2020 08:53,NULL,NULL,NULL,NULL
687,1231,HTTP://BBQR.IO/BQSOR05508,10/03/2020 18:56,10/03/2020 19:32,NULL,10/03/2020 19:32,NULL,NULL,NULL,NULL
703,1231,HTTP://BBQR.IO/BQSOR05508,11/03/2020 07:54,11/03/2020 08:59,NULL,11/03/2020 08:59,NULL,NULL,NULL,NULL
726,1231,HTTP://BBQR.IO/BQSOR05508,11/03/2020 13:07,11/03/2020 13:34,NULL,11/03/2020 13:34,NULL,NULL,NULL,NULL
761,1231,HTTP://BBQR.IO/BQSOR05508,12/03/2020 07:38,12/03/2020 08:54,NULL,12/03/2020 08:54,NULL,NULL,NULL,NULL
778,1231,HTTP://BBQR.IO/BQSOR05508,12/03/2020 13:10,12/03/2020 13:53,NULL,12/03/2020 13:53,NULL,NULL,NULL,NULL
793,1231,HTTP://BBQR.IO/BQSOR05508,12/03/2020 18:19,12/03/2020 19:19,NULL,12/03/2020 19:19,NULL,NULL,NULL,NULL
805,1231,HTTP://BBQR.IO/BQSOR05508,13/03/2020 07:50,13/03/2020 08:55,NULL,13/03/2020 08:55,NULL,NULL,NULL,NULL
815,1231,HTTP://BBQR.IO/BQSOR05508,13/03/2020 13:06,13/03/2020 14:06,NULL,13/03/2020 14:06,NULL,NULL,NULL,NULL
824,1231,HTTP://BBQR.IO/BQSOR05508,13/03/2020 17:43,13/03/2020 19:55,NULL,13/03/2020 19:55,NULL,NULL,NULL,NULL
520,1233,HTTP://BBQR.IO/BQSOR05399,07/03/2020 09:00,07/03/2020 09:00,NULL,07/03/2020 09:00,NULL,NULL,NULL,NULL
586,1234,HTTP://BBQR.IO/BQSOR05513,09/03/2020 13:11,09/03/2020 14:04,NULL,09/03/2020 14:04,NULL,NULL,NULL,NULL
613,1234,HTTP://BBQR.IO/BQSOR05513,09/03/2020 18:07,09/03/2020 19:12,NULL,09/03/2020 19:12,NULL,NULL,NULL,NULL
641,1234,HTTP://BBQR.IO/BQSOR05513,10/03/2020 11:21,10/03/2020 12:20,NULL,10/03/2020 12:20,NULL,NULL,NULL,NULL
676,1234,HTTP://BBQR.IO/BQSOR05513,10/03/2020 17:52,10/03/2020 21:11,NULL,10/03/2020 21:11,NULL,NULL,NULL,NULL
522,1235,HTTP://BBQR.IO/BQSOR05507,07/03/2020 11:06,07/03/2020 11:06,NULL,07/03/2020 11:06,NULL,NULL,NULL,NULL
523,1235,HTTP://BBQR.IO/BQSOR05507,07/03/2020 11:19,07/03/2020 11:19,NULL,07/03/2020 11:19,NULL,NULL,NULL,NULL
525,1235,HTTP://BBQR.IO/BQSOR05507,07/03/2020 12:09,07/03/2020 12:59,NULL,07/03/2020 12:59,NULL,NULL,NULL,NULL
528,1235,HTTP://BBQR.IO/BQSOR05507,07/03/2020 13:07,07/03/2020 14:25,NULL,07/03/2020 14:25,NULL,NULL,NULL,NULL
532,1235,HTTP://BBQR.IO/BQSOR05507,07/03/2020 16:01,07/03/2020 16:02,NULL,07/03/2020 16:02,NULL,NULL,NULL,NULL
533,1235,HTTP://BBQR.IO/BQSOR05507,07/03/2020 16:02,07/03/2020 16:35,NULL,07/03/2020 16:35,NULL,NULL,NULL,NULL
606,1235,HTTP://BBQR.IO/BQSOR05507,09/03/2020 17:24,09/03/2020 17:54,NULL,09/03/2020 17:54,NULL,NULL,NULL,NULL
675,1235,HTTP://BBQR.IO/BQSOR05507,10/03/2020 17:05,10/03/2020 17:36,NULL,10/03/2020 17:36,NULL,NULL,NULL,NULL
573,1236,HTTP://BBQR.IO/BQSOR05503,09/03/2020 12:03,09/03/2020 12:45,NULL,09/03/2020 12:45,NULL,NULL,NULL,NULL
643,1236,HTTP://BBQR.IO/BQSOR05503,10/03/2020 12:00,10/03/2020 12:47,NULL,10/03/2020 12:47,NULL,NULL,NULL,NULL
649,1236,HTTP://BBQR.IO/BQSOR05503,10/03/2020 13:58,10/03/2020 14:46,NULL,10/03/2020 14:46,NULL,NULL,NULL,NULL
696,1236,HTTP://BBQR.IO/BQSOR05503,11/03/2020 05:23,11/03/2020 06:14,NULL,11/03/2020 06:14,NULL,NULL,NULL,NULL
720,1236,HTTP://BBQR.IO/BQSOR05503,11/03/2020 11:31,11/03/2020 12:38,NULL,11/03/2020 12:38,NULL,NULL,NULL,NULL
729,1236,HTTP://BBQR.IO/BQSOR05503,11/03/2020 13:53,11/03/2020 15:08,NULL,11/03/2020 15:08,NULL,NULL,NULL,NULL
776,1236,HTTP://BBQR.IO/BQSOR05503,12/03/2020 11:36,12/03/2020 16:46,NULL,12/03/2020 16:46,NULL,NULL,NULL,NULL
816,1236,HTTP://BBQR.IO/BQSOR05503,13/03/2020 13:57,13/03/2020 14:49,NULL,13/03/2020 14:49,NULL,NULL,NULL,NULL
529,1237,HTTP://BBQR.IO/BQSOR05515,07/03/2020 14:22,07/03/2020 14:23,NULL,07/03/2020 14:23,NULL,NULL,NULL,NULL
638,1237,HTTP://BBQR.IO/BQSOR05515,10/03/2020 10:24,10/03/2020 10:55,NULL,10/03/2020 10:55,NULL,NULL,NULL,NULL
678,1237,HTTP://BBQR.IO/BQSOR05515,10/03/2020 17:55,10/03/2020 18:25,NULL,10/03/2020 18:25,NULL,NULL,NULL,NULL
724,1237,HTTP://BBQR.IO/BQSOR05515,11/03/2020 12:48,11/03/2020 13:20,NULL,11/03/2020 13:20,NULL,NULL,NULL,NULL
739,1237,HTTP://BBQR.IO/BQSOR05515,11/03/2020 15:36,11/03/2020 16:07,NULL,11/03/2020 16:07,NULL,NULL,NULL,NULL
743,1237,HTTP://BBQR.IO/BQSOR05515,11/03/2020 16:59,11/03/2020 19:07,NULL,11/03/2020 19:07,NULL,NULL,NULL,NULL
756,1237,HTTP://BBQR.IO/BQSOR05515,11/03/2020 20:11,11/03/2020 20:46,NULL,11/03/2020 20:46,NULL,NULL,NULL,NULL
810,1237,HTTP://BBQR.IO/BQSOR05515,13/03/2020 09:55,13/03/2020 10:58,NULL,13/03/2020 10:58,NULL,NULL,NULL,NULL
817,1237,HTTP://BBQR.IO/BQSOR05515,13/03/2020 15:27,13/03/2020 16:01,NULL,13/03/2020 16:01,NULL,NULL,NULL,NULL
866,1237,HTTP://BBQR.IO/BQSOR05515,14/03/2020 17:31,14/03/2020 19:06,NULL,14/03/2020 19:06,NULL,NULL,NULL,NULL
880,1237,HTTP://BBQR.IO/BQSOR05515,15/03/2020 00:26,15/03/2020 00:26,NULL,15/03/2020 00:26,NULL,NULL,NULL,NULL
936,1237,HTTP://BBQR.IO/BQSOR05515,16/03/2020 12:35,16/03/2020 13:08,NULL,16/03/2020 13:08,NULL,NULL,NULL,NULL
948,1237,HTTP://BBQR.IO/BQSOR05515,16/03/2020 15:15,16/03/2020 15:52,NULL,16/03/2020 15:52,NULL,NULL,NULL,NULL
697,1238,HTTP://BBQR.IO/BQSOR05482,11/03/2020 06:45,11/03/2020 06:45,NULL,11/03/2020 06:45,NULL,NULL,NULL,NULL
698,1238,HTTP://BBQR.IO/BQSOR05482,11/03/2020 07:23,11/03/2020 07:56,NULL,11/03/2020 07:56,NULL,NULL,NULL,NULL
705,1238,HTTP://BBQR.IO/BQSOR05482,11/03/2020 07:56,11/03/2020 10:34,NULL,11/03/2020 10:34,NULL,NULL,NULL,NULL
718,1238,HTTP://BBQR.IO/BQSOR05482,11/03/2020 10:35,11/03/2020 11:45,NULL,11/03/2020 11:45,NULL,NULL,NULL,NULL
765,1238,HTTP://BBQR.IO/BQSOR05482,12/03/2020 07:55,12/03/2020 09:36,NULL,12/03/2020 09:36,NULL,NULL,NULL,NULL
536,1240,HTTP://BBQR.IO/BQSOR05516,07/03/2020 17:24,07/03/2020 17:25,NULL,07/03/2020 17:25,NULL,NULL,NULL,NULL
